"host_response_rate" "host_acceptance_rate" "host_response_time" "host_is_superhost"
"802" 50 100 "within a day" "f"
"803" 100 NA "within a few hours" "f"
"804" 100 97 "within an hour" "f"
"805" 100 100 "within an hour" "f"
"806" 50 100 "within a day" "t"
"807" 100 100 "within a day" "f"
"808" 100 100 "within an hour" "f"
"809" 67 100 "within a day" "f"
"810" 100 NA "within a few hours" "f"
"811" NA NA "N/A" "f"
"812" 100 83 "within a few hours" "f"
"813" NA NA "N/A" "f"
"814" 100 NA "within a day" "f"
"815" NA NA "N/A" "f"
"816" 100 100 "within a few hours" "t"
"817" NA NA "N/A" "f"
"818" 100 100 "within an hour" "f"
"819" NA NA "N/A" "f"
"820" 100 100 "within an hour" "f"
"821" 100 70 "within a few hours" "f"
"822" 50 NA "within a day" "f"
"823" 100 0 "within a day" "f"
"824" 100 100 "within an hour" "f"
"825" 100 100 "within an hour" "f"
"826" 100 86 "within a few hours" "f"
"827" 100 100 "within an hour" "f"
"828" 100 80 "within a few hours" "f"
"829" 100 NA "within a day" "f"
"830" 100 100 "within an hour" "f"
"831" 100 67 "within a day" "f"
"832" 86 NA "within a day" "f"
"833" NA NA "N/A" "f"
"834" 100 NA "within an hour" "f"
"835" NA NA "N/A" "f"
"836" 100 NA "within an hour" "f"
"837" 100 44 "within a few hours" "f"
"838" 90 100 "within a few hours" "f"
"839" 97 97 "within a few hours" "f"
"840" 90 70 "within a few hours" "f"
"841" 80 100 "within a day" "f"
"842" 80 89 "within a day" "f"
"843" 90 40 "within a few hours" "f"
"844" 100 50 "within an hour" "f"
"845" 50 88 "within a day" "f"
"846" 100 100 "within an hour" "f"
"847" 100 100 "within a few hours" "f"
"848" 100 100 "within an hour" "f"
"849" 60 0 "within a day" "f"
"850" 100 100 "within a few hours" "f"
"851" 100 93 "within an hour" "f"
"852" NA NA "N/A" "f"
"853" 100 70 "within a few hours" "f"
"854" 100 100 "within an hour" "f"
"855" NA NA "N/A" "f"
"856" 80 100 "within an hour" "f"
"857" 100 NA "within a day" "f"
"858" 100 100 "within an hour" "f"
"859" NA NA "N/A" "f"
"860" 100 90 "within a few hours" "f"
"861" NA NA "N/A" "f"
"862" 100 50 "within a day" "f"
"863" 100 89 "within an hour" "f"
"864" 100 100 "within an hour" "f"
"865" 100 100 "within an hour" "f"
"866" 100 67 "within a day" "f"
"867" 100 54 "within a few hours" "f"
"868" NA NA "N/A" "f"
"869" 100 79 "within a few hours" "f"
"870" NA NA "N/A" "f"
"871" NA NA "N/A" "f"
"872" NA NA "N/A" "f"
"873" 100 100 "within a few hours" "t"
"874" NA NA "N/A" "f"
"875" NA NA "N/A" "f"
"876" NA NA "N/A" "f"
"877" 100 100 "within an hour" "f"
"878" NA NA "N/A" "f"
"879" 100 100 "within an hour" "f"
"880" NA NA "N/A" "f"
"881" 94 100 "within an hour" "f"
"882" NA NA "N/A" "f"
"883" 100 100 "within a few hours" "f"
"884" 100 100 "within an hour" "f"
"885" 100 67 "within an hour" "f"
"886" 94 100 "within a few hours" "f"
"887" 100 100 "within an hour" "f"
"888" 100 50 "within an hour" "f"
"889" 92 100 "within a day" "f"
"890" 100 90 "within a few hours" "f"
"891" 100 83 "within an hour" "f"
"892" 90 88 "within a few hours" "f"
"893" 100 67 "within a few hours" "f"
"894" 100 NA "within an hour" "f"
"895" 100 NA "within a day" "f"
"896" 95 99 "within an hour" "f"
"897" 100 100 "within an hour" "f"
"898" NA NA "N/A" "f"
"899" NA NA "N/A" "f"
"900" 90 98 "within a few hours" "f"
"901" NA NA "N/A" "f"
"902" 80 100 "within a few hours" "f"
"903" NA NA "N/A" "f"
"904" NA NA "N/A" "f"
"905" 100 NA "within an hour" "f"
"906" 100 0 "within an hour" "f"
"907" 100 100 "within an hour" "f"
"908" 100 91 "within an hour" "f"
"909" 90 100 "within a day" "f"
"910" 100 NA "within an hour" "f"
"911" 100 100 "within an hour" "f"
"912" 100 100 "within a few hours" "f"
"913" 100 91 "within an hour" "f"
"914" 50 NA "within a day" "f"
"915" 90 43 "within a day" "f"
"916" NA NA "N/A" "f"
"917" 88 86 "within a day" "f"
"918" 60 90 "within a day" "f"
"919" NA NA "N/A" "f"
"920" 99 100 "within an hour" "f"
"921" NA NA "N/A" "f"
"922" 100 0 "within a day" "f"
"923" 100 100 "within an hour" "f"
"924" 100 46 "within a few hours" "f"
"925" 100 NA "within a day" "f"
"926" NA NA "N/A" "f"
"927" 75 73 "within a day" "f"
"928" NA NA "N/A" "f"
"929" 100 NA "within an hour" "f"
"930" 100 100 "within an hour" "f"
"931" 100 50 "within a few hours" "f"
"932" NA NA "N/A" "f"
"933" NA NA "N/A" "f"
"934" 100 100 "within an hour" "f"
"935" 100 100 "within an hour" "f"
"936" 83 96 "within a day" "f"
"937" 100 100 "within an hour" "f"
"938" 100 91 "within a few hours" "f"
"939" 100 100 "within an hour" "f"
"940" 100 54 "within a day" "f"
"941" 100 NA "within an hour" "f"
"942" NA NA "N/A" "f"
"943" NA NA "N/A" "f"
"944" 100 100 "within an hour" "f"
"945" NA NA "N/A" "f"
"946" 100 63 "within a few hours" "f"
"947" NA NA "N/A" "f"
"948" 100 60 "within an hour" "f"
"949" 100 100 "within a few hours" "f"
"950" 100 100 "within a few hours" "f"
"951" 100 100 "within a few hours" "f"
"952" 70 95 "within a day" "f"
"953" 100 82 "within a few hours" "f"
"954" 50 100 "within a day" "f"
"955" 90 43 "within a day" "f"
"956" 100 NA "within an hour" "f"
"957" 89 75 "within a few hours" "f"
"958" 100 NA "within an hour" "f"
"959" 100 100 "within a few hours" "f"
"960" 70 58 "within a day" "f"
"961" 100 54 "within a few hours" "f"
"962" 100 100 "within an hour" "f"
"963" 100 NA "within a few hours" "f"
"964" 88 100 "within a day" "f"
"965" 100 97 "within an hour" "f"
"966" 100 79 "within an hour" "f"
"967" 100 100 "within an hour" "f"
"968" NA NA "N/A" "f"
"969" 92 100 "within a day" "f"
"970" 100 0 "within a day" "f"
"971" NA NA "N/A" "f"
"972" 100 100 "within an hour" "f"
"973" 100 100 "within an hour" "f"
"974" 100 100 "within an hour" "f"
"975" NA NA "N/A" "f"
"976" 100 100 "within a few hours" "f"
"977" 100 94 "within a few hours" "f"
"978" 100 0 "within a few hours" "f"
"979" 100 100 "within an hour" "f"
"980" 100 50 "within a few hours" "f"
"981" 90 100 "within an hour" "f"
"982" 100 83 "within a few hours" "t"
"983" NA NA "N/A" "f"
"984" 90 100 "within an hour" "f"
"985" 100 NA "within a few hours" "f"
"986" 100 89 "within an hour" "t"
"987" 100 100 "within an hour" "f"
"988" 100 100 "within a few hours" "f"
"989" 100 93 "within a few hours" "f"
"990" NA NA "N/A" "f"
"991" 80 80 "within a day" "f"
"992" 78 100 "within an hour" "f"
"993" NA NA "N/A" "f"
"994" NA NA "N/A" "f"
"995" NA NA "N/A" "f"
"996" 95 100 "within a few hours" "f"
"997" 100 100 "within an hour" "f"
"998" 100 100 "within an hour" "f"
"999" 100 NA "within a day" "f"
"1000" 50 100 "within a day" "f"
"1001" 83 100 "within a few hours" "f"
"1002" 100 92 "within an hour" "f"
"1003" NA NA "N/A" "f"
"1004" NA NA "N/A" "f"
"1005" NA NA "N/A" "f"
"1006" 100 86 "within an hour" "t"
"1007" 100 99 "within an hour" "f"
"1008" 100 83 "within a day" "f"
"1009" 100 54 "within an hour" "f"
"1010" 100 0 "within a day" "f"
"1011" 100 100 "within an hour" "f"
"1012" 100 100 "within an hour" "f"
"1013" 100 83 "within an hour" "f"
"1014" 100 67 "within a few hours" "f"
"1015" NA NA "N/A" "f"
"1016" NA NA "N/A" "f"
"1017" 100 100 "within a few hours" "f"
"1018" 100 100 "within an hour" "f"
"1019" 100 100 "within a few hours" "f"
"1020" 100 100 "within a few hours" "t"
"1021" 100 79 "within an hour" "f"
"1022" 100 100 "within an hour" "f"
"1023" NA NA "N/A" "f"
"1024" 100 NA "within an hour" "f"
"1025" 100 NA "within an hour" "f"
"1026" 100 100 "within an hour" "f"
"1027" 100 100 "within a few hours" "f"
"1028" 100 100 "within an hour" "f"
"1029" NA NA "N/A" "f"
"1030" 70 100 "within a few hours" "f"
"1031" 100 90 "within a few hours" "t"
"1032" 100 100 "within a few hours" "f"
"1033" NA NA "N/A" "f"
"1034" 100 80 "within a few hours" "f"
"1035" 100 11 "within an hour" "f"
"1036" 100 100 "within an hour" "f"
"1037" 100 NA "within a few hours" "f"
"1038" NA NA "N/A" "f"
"1039" 100 59 "within an hour" "f"
"1040" 75 100 "within a few hours" "f"
"1041" 100 0 "within a day" "f"
"1042" NA NA "N/A" "f"
"1043" 40 100 "a few days or more" "f"
"1044" NA NA "N/A" "f"
"1045" 72 76 "within a few hours" "f"
"1046" 100 85 "within a few hours" "f"
"1047" 100 0 "within an hour" "f"
"1048" 100 100 "within an hour" "f"
"1049" NA NA "N/A" "f"
"1050" NA NA "N/A" "f"
"1051" 75 NA "within a day" "f"
"1052" 85 50 "within an hour" "f"
"1053" NA NA "N/A" "f"
"1054" NA NA "N/A" "f"
"1055" 100 100 "within an hour" "f"
"1056" NA NA "N/A" "f"
"1057" 80 100 "within a day" "f"
"1058" 100 100 "within a day" "f"
"1059" 100 100 "within an hour" "f"
"1060" 100 100 "within an hour" "f"
"1061" 100 88 "within a few hours" "t"
"1062" 100 100 "within an hour" "f"
"1063" NA NA "N/A" "f"
"1064" 100 100 "within an hour" "f"
"1065" 100 75 "within a few hours" "f"
"1066" NA NA "N/A" "f"
"1067" 81 70 "within a day" "f"
"1068" 100 100 "within a day" "f"
"1069" 83 100 "within a day" "f"
"1070" 100 100 "within an hour" "f"
"1071" NA NA "N/A" "f"
"1072" 100 100 "within an hour" "f"
"1073" NA NA "N/A" "f"
"1074" NA NA "N/A" "f"
"1075" NA NA "N/A" "f"
"1076" NA NA "N/A" "f"
"1077" 100 NA "within a day" "f"
"1078" 100 0 "within a few hours" "f"
"1079" 100 100 "within a day" "f"
"1080" 100 100 "within an hour" "f"
"1081" 100 100 "within a few hours" "f"
"1082" 100 0 "within a few hours" "f"
"1083" NA NA "N/A" "f"
"1084" 100 100 "within an hour" "f"
"1085" 100 NA "within a few hours" "f"
"1086" 100 100 "within an hour" "f"
"1087" 100 100 "within an hour" "f"
"1088" 90 100 "within a day" "f"
"1089" 100 67 "within a day" "t"
"1090" 100 100 "within an hour" "f"
"1091" 100 75 "within an hour" "f"
"1092" NA NA "N/A" "f"
"1093" 100 100 "within an hour" "t"
"1094" 100 100 "within a few hours" "f"
"1095" 100 100 "within an hour" "f"
"1096" 90 100 "within an hour" "f"
"1097" NA NA "N/A" "f"
"1098" NA NA "N/A" "f"
"1099" NA NA "N/A" "f"
"1100" 100 100 "within a few hours" "f"
"1101" 100 94 "within an hour" "t"
"1102" NA NA "N/A" "f"
"1103" NA NA "N/A" "f"
"1104" 100 100 "within an hour" "f"
"1105" 100 100 "within a few hours" "f"
"1106" 100 0 "within a few hours" "f"
"1107" 100 67 "within a few hours" "f"
"1108" NA NA "N/A" "f"
"1109" 100 89 "within a few hours" "f"
"1110" 100 100 "within an hour" "f"
"1111" NA NA "N/A" "f"
"1112" 80 77 "within a day" "f"
"1113" 88 100 "within a few hours" "f"
"1114" 100 100 "within a few hours" "f"
"1115" 75 NA "within an hour" "f"
"1116" 100 70 "within a few hours" "t"
"1117" 100 33 "within an hour" "f"
"1118" 100 100 "within an hour" "f"
"1119" 100 100 "within a few hours" "f"
"1120" 90 83 "within a day" "f"
"1121" 100 75 "within a few hours" "f"
"1122" 50 NA "within a day" "f"
"1123" 100 85 "within a day" "f"
"1124" 83 100 "within a few hours" "f"
"1125" 100 100 "within an hour" "t"
"1126" 86 75 "within a day" "f"
"1127" 100 33 "within an hour" "t"
"1128" 90 91 "within a day" "f"
"1129" 75 38 "within a day" "f"
"1130" 100 92 "within a few hours" "f"
"1131" 60 50 "within a day" "f"
"1132" 100 40 "within an hour" "f"
"1133" 67 91 "within a day" "f"
"1134" 100 100 "within a few hours" "f"
"1135" 100 NA "within a few hours" "f"
"1136" 100 100 "within a day" "f"
"1137" 14 100 "a few days or more" "f"
"1138" NA NA "N/A" "f"
"1139" 80 100 "within a day" "t"
"1140" NA NA "N/A" "f"
"1141" 90 75 "within an hour" "f"
"1142" 100 97 "within a few hours" "f"
"1143" 56 100 "within a day" "f"
"1144" NA NA "N/A" "f"
"1145" 100 100 "within an hour" "t"
"1146" NA NA "N/A" "f"
"1147" 80 67 "within a day" "f"
"1148" 100 80 "within a few hours" "f"
"1149" 100 100 "within an hour" "f"
"1150" 100 100 "within an hour" "f"
"1151" NA NA "N/A" "f"
"1152" 100 100 "within a day" "f"
"1153" 100 97 "within an hour" "f"
"1154" 90 33 "within a few hours" "f"
"1155" 100 100 "within an hour" "f"
"1156" 100 100 "within an hour" "f"
"1157" 100 NA "within an hour" "f"
"1158" 86 100 "within a day" "f"
"1159" 100 100 "within a few hours" "f"
"1160" NA NA "N/A" "f"
"1161" 50 100 "within a day" "f"
"1162" 100 89 "within an hour" "t"
"1163" 100 100 "within an hour" "f"
"1164" 50 0 "within a day" "f"
"1165" 100 86 "within a few hours" "f"
"1166" NA NA "N/A" "f"
"1167" 100 91 "within a few hours" "f"
"1168" NA NA "N/A" "f"
"1169" 100 50 "within a few hours" "f"
"1170" 100 NA "within a day" "f"
"1171" NA NA "N/A" "f"
"1172" 100 100 "within an hour" "f"
"1173" NA NA "N/A" "f"
"1174" 100 100 "within a few hours" "f"
"1175" NA NA "N/A" "f"
"1176" 90 50 "within a few hours" "f"
"1177" 50 78 "within a day" "f"
"1178" 100 NA "within an hour" "f"
"1179" 100 100 "within a day" "f"
"1180" 75 100 "within a day" "f"
"1181" NA NA "N/A" "f"
"1182" 80 86 "within a day" "f"
"1183" NA NA "N/A" "f"
"1184" 50 NA "within a day" "f"
"1185" 83 0 "within an hour" "f"
"1186" 100 93 "within a few hours" "f"
"1187" 100 83 "within a few hours" "f"
"1188" NA NA "N/A" "f"
"1189" 100 100 "within a few hours" "f"
"1190" 100 100 "within an hour" "f"
"1191" 100 100 "within a day" "f"
"1192" NA NA "N/A" "f"
"1193" 100 90 "within a few hours" "f"
"1194" 80 43 "within a few hours" "f"
"1195" 33 100 "a few days or more" "f"
"1196" 100 100 "within an hour" "f"
"1197" 75 0 "within a day" "f"
"1198" 100 100 "within a few hours" "f"
"1199" 100 100 "within a few hours" "f"
"1200" NA NA "N/A" "f"
"1201" 90 50 "within a few hours" "f"
"1202" 100 50 "within an hour" "f"
"1203" 100 100 "within an hour" "f"
"1204" 100 100 "within a few hours" "f"
"1205" 100 55 "within a day" "f"
"1206" 100 33 "within an hour" "f"
"1207" 100 NA "within a day" "f"
"1208" 100 17 "within a few hours" "f"
"1209" NA NA "N/A" "f"
"1210" 100 62 "within an hour" "f"
"1211" 100 0 "within an hour" "f"
"1212" 100 50 "within a few hours" "f"
"1213" 100 100 "within a few hours" "f"
"1214" 100 96 "within an hour" "f"
"1215" 100 100 "within an hour" "f"
"1216" 100 NA "within a few hours" "f"
"1217" NA NA "N/A" "f"
"1218" 100 100 "within an hour" "t"
"1219" 40 100 "a few days or more" "f"
"1220" 90 99 "within an hour" "f"
"1221" 100 100 "within an hour" "t"
"1222" NA NA "N/A" "f"
"1223" 100 50 "within a few hours" "f"
"1224" NA NA "N/A" "f"
"1225" NA NA "N/A" "f"
"1226" 100 100 "within an hour" "f"
"1227" NA NA "N/A" "f"
"1228" 50 NA "within a day" "f"
"1229" 100 100 "within an hour" "f"
"1230" 100 100 "within a day" "f"
"1231" 100 100 "within an hour" "f"
"1232" NA NA "N/A" "f"
"1233" NA NA "N/A" "f"
"1234" NA NA "N/A" "f"
"1235" 100 NA "within a day" "f"
"1236" 100 100 "within an hour" "f"
"1237" 100 NA "within a day" "f"
"1238" NA NA "N/A" "f"
"1239" 100 100 "within a few hours" "t"
"1240" 100 91 "within an hour" "f"
"1241" NA NA "N/A" "f"
"1242" NA NA "N/A" "f"
"1243" 100 100 "within an hour" "f"
"1244" 100 0 "within a few hours" "f"
"1245" 80 67 "within a day" "f"
"1246" 100 94 "within an hour" "f"
"1247" 100 89 "within an hour" "f"
"1248" 100 91 "within an hour" "f"
"1249" 100 100 "within a day" "f"
"1250" 71 50 "within a day" "f"
"1251" NA NA "N/A" "f"
"1252" NA NA "N/A" "f"
"1253" 100 100 "within a few hours" "f"
"1254" 100 92 "within an hour" "f"
"1255" 50 100 "within a day" "f"
"1256" 100 100 "within an hour" "f"
"1257" 100 74 "within an hour" "f"
"1258" 100 80 "within a few hours" "f"
"1259" 100 NA "within a day" "f"
"1260" NA NA "N/A" "f"
"1261" 100 20 "within a few hours" "f"
"1262" 100 100 "within an hour" "f"
"1263" 100 NA "within a few hours" "f"
"1264" 100 100 "within an hour" "f"
"1265" 100 100 "within an hour" "f"
"1266" NA NA "N/A" "f"
"1267" NA NA "N/A" "f"
"1268" 100 0 "within a day" "f"
"1269" 100 100 "within an hour" "t"
"1270" 100 100 "within an hour" "f"
"1271" 100 100 "within an hour" "f"
"1272" 83 100 "within a day" "f"
"1273" 100 71 "within a few hours" "f"
"1274" 89 100 "within an hour" "f"
"1275" NA NA "N/A" "f"
"1276" 40 100 "a few days or more" "f"
"1277" NA NA "N/A" "f"
"1278" NA NA "N/A" "f"
"1279" NA NA "N/A" "f"
"1280" 100 NA "within an hour" "f"
"1281" 100 80 "within an hour" "f"
"1282" 70 100 "within a day" "f"
"1283" 100 100 "within a few hours" "f"
"1284" NA NA "N/A" "f"
"1285" 100 97 "within an hour" "f"
"1286" 100 100 "within a day" "f"
"1287" 75 50 "within a day" "f"
"1288" 100 20 "within a day" "f"
"1289" 100 NA "within a day" "f"
"1290" 65 68 "within a day" "f"
"1291" 100 96 "within an hour" "f"
"1292" 100 70 "within a day" "f"
"1293" 90 89 "within a day" "f"
"1294" 100 NA "within an hour" "f"
"1295" 40 NA "a few days or more" "f"
"1296" 100 90 "within a few hours" "f"
"1297" NA NA "N/A" "f"
"1298" 50 100 "within a day" "f"
"1299" 70 87 "within a few hours" "f"
"1300" 100 100 "within a few hours" "f"
"1301" 80 100 "within a few hours" "f"
"1302" NA NA "N/A" "f"
"1303" NA NA "N/A" "f"
"1304" 100 89 "within a few hours" "f"
"1305" 93 82 "within a few hours" "f"
"1306" 80 100 "within a day" "f"
"1307" 100 77 "within a few hours" "f"
"1308" 100 71 "within a day" "f"
"1309" 100 NA "within an hour" "f"
"1310" 100 100 "within a few hours" "f"
"1311" 100 100 "within an hour" "f"
"1312" 60 33 "within a day" "f"
"1313" 100 100 "within an hour" "f"
"1314" 17 100 "a few days or more" "f"
"1315" 100 100 "within a few hours" "f"
"1316" 100 0 "within a day" "f"
"1317" 100 100 "within a few hours" "f"
"1318" 75 100 "within an hour" "f"
"1319" 67 0 "within a day" "f"
"1320" NA NA "N/A" "f"
"1321" 100 100 "within an hour" "f"
"1322" 100 71 "within a few hours" "f"
"1323" NA NA "N/A" "f"
"1324" 100 100 "within an hour" "f"
"1325" NA NA "N/A" "f"
"1326" 100 98 "within an hour" "f"
"1327" 100 0 "within a few hours" "f"
"1328" 100 83 "within an hour" "f"
"1329" 40 100 "a few days or more" "f"
"1330" 63 91 "within a day" "f"
"1331" 100 75 "within a few hours" "f"
"1332" NA NA "N/A" "f"
"1333" 75 84 "within a few hours" "f"
"1334" NA NA "N/A" "f"
"1335" 90 100 "within an hour" "f"
"1336" 100 100 "within a few hours" "f"
"1337" 100 89 "within a few hours" "f"
"1338" 100 100 "within an hour" "f"
"1339" 80 87 "within a day" "f"
"1340" 50 0 "within a day" "f"
"1341" 100 100 "within an hour" "f"
"1342" 88 96 "within a few hours" "f"
"1343" 80 46 "within a few hours" "f"
"1344" 100 NA "within a day" "f"
"1345" NA NA "N/A" "f"
"1346" 64 88 "within an hour" "f"
"1347" NA NA "N/A" "f"
"1348" 100 54 "within a day" "f"
"1349" 100 58 "within an hour" "f"
"1350" NA NA "N/A" "f"
"1351" NA NA "N/A" "f"
"1352" NA NA "N/A" "f"
"1353" 100 100 "within a day" "f"
"1354" 33 33 "a few days or more" "f"
"1355" 100 100 "within a few hours" "f"
"1356" 100 81 "within an hour" "f"
"1357" NA NA "N/A" "f"
"1358" 70 100 "within a day" "f"
"1359" 100 100 "within a few hours" "f"
"1360" 100 100 "within an hour" "f"
"1361" 100 NA "within a day" "f"
"1362" NA NA "N/A" "f"
"1363" 100 100 "within an hour" "f"
"1364" NA NA "N/A" "f"
"1365" 100 100 "within a day" "f"
"1366" 100 67 "within a few hours" "f"
"1367" 100 NA "within a day" "f"
"1368" 100 100 "within an hour" "f"
"1369" NA NA "N/A" "f"
"1370" 90 95 "within a day" "f"
"1371" 100 100 "within a few hours" "f"
"1372" NA NA "N/A" "f"
"1373" 100 73 "within a day" "f"
"1374" 100 0 "within a few hours" "f"
"1375" NA NA "N/A" "f"
"1376" 100 67 "within a few hours" "f"
"1377" 89 100 "within an hour" "f"
"1378" 100 67 "within an hour" "f"
"1379" 100 100 "within a day" "f"
"1380" 100 62 "within an hour" "f"
"1381" 80 100 "within a day" "f"
"1382" 100 33 "within an hour" "f"
"1383" 50 NA "within a day" "f"
"1384" 100 92 "within an hour" "f"
